aX,aY,aZ,gX,gY,gZ,label
1.434,0.796,0.703,-6.042,8.606,9.705,1
1.801,0.856,0.843,-11.169,-7.751,25.452,1
1.974,0.792,0.995,-30.579,-3.052,48.462,1
2.327,0.784,1.049,-49.927,-6.653,62.683,1
2.677,0.772,1.015,-76.660,-0.366,88.074,1
2.757,0.487,0.816,-85.449,9.338,145.752,1
2.777,0.297,0.753,-91.736,38.635,182.617,1
2.861,0.043,0.781,-100.098,55.603,218.689,1
2.681,-0.207,0.580,-112.671,37.964,254.944,1
2.475,-0.423,0.480,-98.389,26.794,284.363,1
1.980,-0.647,0.363,-90.759,46.448,316.101,1
1.776,-0.730,0.275,-77.026,54.443,331.421,1
1.350,-0.887,0.169,-65.796,45.715,330.139,1
0.942,-0.976,0.055,-44.434,11.536,329.102,1
0.526,-1.070,0.035,-29.907,-7.751,321.411,1
0.025,-1.072,-0.078,-15.320,-9.399,312.378,1
-0.576,-1.091,-0.063,2.258,-7.019,291.870,1
-1.182,-1.040,-0.017,13.306,-9.949,242.798,1
-1.604,-0.954,0.025,16.968,-33.875,163.879,1
-1.707,-0.854,-0.043,10.193,-36.438,70.740,1
-1.509,-0.671,-0.145,8.240,-14.282,-15.442,1
-1.232,-0.493,-0.167,20.630,0.305,-84.351,1
-0.904,-0.339,-0.111,40.833,5.432,-140.686,1
-0.472,-0.160,0.070,57.068,4.883,-192.078,1
0.080,-0.018,0.193,53.162,16.296,-236.755,1
0.586,0.153,0.240,40.222,30.701,-256.348,1
0.793,0.243,0.219,30.029,27.588,-251.526,1
1.055,0.364,0.157,31.311,16.235,-241.943,1
1.104,0.437,0.128,46.387,-5.188,-223.633,1
1.108,0.411,0.258,69.641,-13.000,-213.074,1
1.206,0.403,0.498,75.623,-2.197,-205.200,1
1.189,0.427,0.553,53.955,9.338,-191.040,1
1.156,0.427,0.395,25.696,21.484,-187.561,1
1.186,0.423,0.293,20.935,28.198,-187.439,1
1.300,0.428,0.290,36.377,4.456,-178.406,1
1.374,0.486,0.252,49.438,-30.151,-155.212,1
1.212,0.418,0.423,68.848,-43.579,-150.024,1
1.278,0.433,0.663,61.218,-27.832,-139.771,1
1.265,0.450,0.582,24.353,4.883,-131.348,1
1.135,0.412,0.365,14.282,14.771,-124.939,1
1.127,0.408,0.334,28.320,-11.108,-119.019,1
1.160,0.382,0.464,44.189,-41.016,-106.323,1
1.222,0.359,0.617,39.612,-36.438,-93.567,1
1.224,0.380,0.546,14.954,-7.324,-85.022,1
1.171,0.329,0.449,5.249,3.113,-81.360,1
1.136,0.308,0.334,7.629,5.493,-78.186,1
1.221,0.264,0.387,26.978,-13.367,-68.665,1
1.323,0.332,0.609,35.034,-23.437,-51.575,1
1.399,0.356,0.631,12.085,-1.709,-40.283,1
1.502,0.412,0.556,-7.751,20.691,-32.715,1
1.702,0.495,0.489,-9.399,10.559,-20.874,1
1.822,0.529,0.502,-1.160,0.244,0.244,1
1.991,0.600,0.597,-0.366,2.747,15.991,1
2.036,0.679,0.775,-17.273,28.137,42.175,1
2.046,0.620,0.837,-30.457,28.748,66.956,1
2.218,0.669,0.834,-39.185,18.738,89.050,1
2.296,0.610,0.872,-43.396,-0.427,127.563,1
2.274,0.436,0.844,-51.758,12.695,169.250,1
2.301,0.269,0.788,-64.819,29.785,197.327,1
2.437,0.101,0.761,-78.125,27.100,219.055,1
2.486,-0.000,0.745,-84.229,15.991,248.596,1
2.439,-0.177,0.629,-93.140,17.212,264.526,1
2.053,-0.438,0.445,-88.379,31.250,301.697,1
1.555,-0.653,0.307,-70.862,32.837,328.308,1
1.142,-0.806,0.318,-63.477,34.241,340.210,1
0.757,-0.943,0.127,-77.209,64.331,335.815,1
0.312,-1.083,-0.160,-68.420,58.777,324.463,1
-0.433,-1.170,-0.211,-37.292,24.841,299.438,1
-1.050,-1.158,-0.013,-4.211,-5.249,249.146,1
-1.301,-1.081,0.030,-8.484,-8.423,170.410,1
-1.410,-0.939,-0.157,-16.907,-3.418,90.210,1
-1.264,-0.736,-0.208,1.831,-3.906,10.376,1
-1.040,-0.518,-0.102,32.959,-4.028,-54.810,1
-0.716,-0.322,0.138,57.861,3.845,-110.229,1
-0.363,-0.042,0.344,60.364,12.207,-153.015,1
-0.174,0.162,0.371,35.767,24.719,-193.604,1
0.272,0.236,0.285,19.348,34.241,-220.154,1
0.671,0.357,0.110,8.850,25.269,-222.778,1
0.985,0.458,0.152,28.870,-1.343,-215.759,1
1.094,0.520,0.214,41.016,-6.958,-197.083,1
1.124,0.515,0.262,38.086,3.662,-184.814,1
1.101,0.512,0.219,31.616,19.348,-170.715,1
1.035,0.485,0.180,38.696,4.211,-158.813,1
0.998,0.455,0.215,51.819,-11.475,-151.672,1
0.956,0.430,0.293,61.035,-19.043,-148.132,1
1.052,0.429,0.374,62.683,-17.456,-151.611,1
1.269,0.519,0.474,52.185,1.709,-149.292,1
1.178,0.433,0.419,29.053,-0.183,-134.521,1
1.167,0.425,0.244,27.893,-12.451,-122.131,1
1.109,0.413,0.206,49.805,-37.903,-107.605,1
1.043,0.379,0.368,78.247,-63.110,-92.285,1
1.072,0.365,0.615,72.693,-49.988,-95.276,1
1.150,0.424,0.588,37.354,-5.127,-106.018,1
1.162,0.399,0.487,22.644,7.812,-101.868,1
1.079,0.376,0.314,23.254,0.549,-97.656,1
0.967,0.304,0.255,45.288,-27.832,-83.252,1
0.954,0.236,0.534,67.932,-39.368,-68.054,1
0.862,0.240,0.617,50.293,-31.311,-55.542,1
0.934,0.261,0.575,22.522,-5.127,-69.397,1
1.123,0.310,0.546,12.634,7.874,-78.186,1
1.254,0.379,0.441,11.353,-14.771,-73.669,1
1.550,0.497,0.569,25.146,-20.020,-59.692,1
1.675,0.651,0.725,18.738,-13.000,-36.926,1
1.797,0.754,0.791,-3.784,6.714,-15.869,1
1.979,0.880,0.821,-18.127,8.240,3.906,1
2.157,0.959,0.947,-20.996,-0.305,31.067,1
2.179,0.985,1.077,-32.104,4.211,68.848,1
2.183,0.934,1.060,-56.946,20.203,102.478,1
2.253,0.573,1.109,-66.772,20.508,115.479,1
2.241,0.783,0.850,-81.726,3.235,137.817,1
2.341,0.449,0.781,-70.618,5.493,185.181,1
2.428,0.297,0.854,-74.219,20.935,207.336,1
2.531,0.043,0.800,-85.999,25.635,230.835,1
2.411,-0.207,0.626,-96.191,19.104,260.925,1
2.251,-0.432,0.563,-89.722,16.724,286.682,1
2.108,-0.644,0.366,-88.257,22.095,305.359,1
1.855,-0.733,0.315,-85.022,20.325,310.364,1
1.528,-0.847,0.214,-78.125,16.785,312.256,1
1.049,-0.985,0.109,-68.176,3.906,317.749,1
1.219,0.708,0.736,-14.282,18.921,42.480,1
1.380,0.845,0.805,-25.635,47.485,57.861,1
1.485,0.968,0.835,-28.809,41.565,65.613,1
1.823,1.057,0.968,-28.015,29.175,75.317,1
2.024,1.094,1.021,-37.415,25.024,110.596,1
2.191,1.045,0.976,-90.515,43.152,99.670,1
2.493,0.999,0.786,-94.177,11.047,142.700,1
2.570,0.728,0.680,-75.378,1.953,197.449,1
2.724,0.560,0.781,-75.867,33.264,219.055,1
2.647,0.308,0.654,-85.693,48.462,254.211,1
2.722,-0.012,0.626,-88.745,23.621,264.099,1
2.615,-0.191,0.575,-86.548,17.700,300.537,1
2.163,-0.483,0.361,-85.205,23.987,315.918,1
1.672,-0.731,0.178,-72.815,27.527,329.651,1
1.165,-0.949,0.103,-55.603,20.203,323.425,1
0.739,-1.071,0.100,-39.795,12.634,308.838,1
0.291,-1.127,-0.047,-23.193,-8.667,290.588,1
-0.228,-1.061,-0.104,3.723,-31.616,270.264,1
-0.710,-1.002,-0.098,10.681,-25.391,228.760,1
-1.098,-0.905,-0.073,9.521,-8.423,173.889,1
-1.221,-0.739,-0.064,10.498,-16.418,107.239,1
-1.160,-0.555,-0.099,14.526,-27.466,45.288,1
-0.934,-0.367,-0.079,17.883,-9.705,-11.169,1
-0.635,-0.194,-0.058,17.700,17.090,-61.096,1
-0.299,0.001,-0.025,23.315,24.170,-102.051,1
0.089,0.212,0.092,27.161,28.381,-130.737,1
0.447,0.385,0.138,22.827,36.926,-149.353,1
0.597,0.497,0.108,25.391,33.264,-148.376,1
0.599,0.527,0.111,32.471,24.170,-145.081,1
0.589,0.525,0.189,47.058,23.071,-147.766,1
0.633,0.519,0.254,51.697,26.367,-156.006,1
0.717,0.507,0.268,53.894,20.142,-162.964,1
0.796,0.500,0.371,56.213,21.851,-164.856,1
0.785,0.492,0.360,50.842,22.034,-167.297,1
0.835,0.462,0.385,51.819,10.315,-170.166,1
0.933,0.463,0.454,45.410,3.601,-168.884,1
0.875,0.429,0.449,35.767,10.010,-174.866,1
0.920,0.381,0.419,28.870,9.705,-178.650,1
1.142,0.418,0.347,30.273,-16.968,-186.707,1
1.221,0.468,0.327,39.917,-33.936,-179.687,1
1.288,0.519,0.384,39.795,-18.372,-169.495,1
1.205,0.549,0.390,31.128,5.432,-157.715,1
1.158,0.569,0.369,22.705,21.790,-151.917,1
1.079,0.568,0.355,22.156,9.583,-141.235,1
1.021,0.567,0.324,23.926,-2.136,-127.136,1
0.919,0.559,0.308,26.978,-3.113,-117.920,1
0.880,0.535,0.417,33.630,2.808,-103.577,1
0.831,0.542,0.459,33.997,-3.906,-93.811,1
0.809,0.542,0.498,31.860,-18.494,-85.510,1
0.862,0.591,0.509,22.034,-17.883,-80.383,1
0.984,0.667,0.463,8.972,-6.592,-75.378,1
1.294,0.767,0.546,4.028,5.005,-66.650,1
1.452,0.906,0.551,-2.869,7.935,-47.424,1
1.552,0.979,0.563,-5.310,2.136,-26.001,1
1.760,1.119,0.701,-5.859,4.517,-12.512,1
1.992,1.255,0.818,-23.376,28.564,13.977,1
2.271,1.369,0.775,-47.485,45.654,44.128,1
2.464,1.398,0.612,-52.246,25.146,83.618,1
2.644,1.330,0.699,-52.795,-2.319,131.775,1
2.545,1.086,0.579,-63.843,24.780,180.908,1
2.444,0.832,0.501,-65.735,46.082,221.497,1
2.281,0.702,0.489,-61.707,40.405,236.328,1
2.152,0.415,0.472,-51.697,25.085,260.193,1
2.004,0.174,0.438,-45.044,21.912,280.945,1
1.965,-0.027,0.445,-42.236,20.081,293.457,1
1.850,-0.219,0.408,-47.180,34.424,300.598,1
1.658,-0.414,0.246,-45.837,35.645,304.382,1
1.444,-0.490,0.194,-38.208,1.892,296.875,1
1.092,-0.578,0.189,-29.297,-6.226,286.194,1
0.671,-0.665,0.124,-23.193,-10.254,273.071,1
0.177,-0.746,0.082,-15.259,-6.042,257.874,1
-0.218,-0.786,0.022,-4.822,-9.460,220.032,1
-0.427,-0.720,-0.007,7.935,-34.973,170.288,1
-0.640,-0.663,0.044,11.414,-30.090,123.291,1
-0.745,-0.515,0.055,7.568,-1.038,77.698,1
-0.684,-0.285,0.033,10.681,5.981,30.334,1
-0.506,-0.032,0.050,18.677,4.333,-10.864,1
-0.273,0.180,0.100,26.245,10.315,-43.213,1
-0.019,0.377,0.217,28.198,20.142,-65.735,1
0.042,0.448,0.237,20.264,20.386,-78.857,1
0.171,0.557,0.302,15.808,20.752,-85.999,1
0.294,0.634,0.273,2.319,22.400,-98.022,1
0.359,0.623,0.136,-7.446,22.461,-105.225,1
0.390,0.574,0.081,1.038,20.508,-111.023,1
0.414,0.529,0.120,19.470,12.451,-113.403,1
0.387,0.518,0.181,32.654,1.770,-112.244,1
0.366,0.453,0.211,33.752,-0.305,-120.178,1
0.385,0.415,0.195,30.884,-0.305,-136.780,1
0.411,0.397,0.185,32.166,-2.930,-151.245,1
0.503,0.366,0.189,37.231,-3.906,-158.813,1
0.670,0.368,0.192,40.833,-1.526,-168.518,1
0.778,0.392,0.183,41.443,-1.221,-168.335,1
0.794,0.410,0.184,43.396,-1.038,-165.771,1
0.835,0.393,0.154,46.082,1.709,-170.776,1
0.901,0.401,0.195,55.908,7.202,-175.964,1
0.954,0.382,0.248,69.336,-2.136,-173.523,1
1.000,0.394,0.416,71.350,-5.798,-168.640,1
0.949,0.397,0.476,58.899,-5.493,-158.630,1
0.980,0.401,0.426,41.992,11.780,-157.715,1
1.133,0.429,0.457,39.856,25.513,-158.325,1
1.328,0.484,0.562,39.551,26.306,-154.236,1
1.288,0.488,0.475,34.180,9.827,-138.672,1
1.201,0.492,0.498,32.959,-1.831,-117.981,1
1.028,0.465,0.486,26.550,-10.559,-101.685,1
1.017,0.468,0.518,17.151,-4.089,-102.417,1
1.192,0.508,0.521,7.812,6.653,-104.004,1
1.347,0.528,0.422,-5.676,31.372,-96.008,1
1.370,0.541,0.385,-0.122,27.954,-77.271,1
1.276,0.533,0.435,13.794,-5.371,-51.270,1
1.124,0.525,0.488,15.381,-21.912,-33.813,1
1.147,0.563,0.544,-0.427,0.732,-31.433,1
1.377,0.629,0.497,-19.531,27.771,-27.771,1
1.582,0.724,0.492,-21.912,22.461,-10.742,1
1.660,0.780,0.492,-19.653,2.075,10.864,1
1.811,0.885,0.593,-11.536,-8.301,24.292,1
1.973,0.970,0.731,-21.362,-1.526,49.866,1
2.186,0.996,0.677,-46.753,21.240,77.881,1
2.290,0.967,0.527,-52.368,17.151,108.643,1
2.412,0.853,0.516,-39.490,9.399,149.414,1
1.458,0.761,0.556,-33.936,32.593,7.568,1
1.708,0.861,0.406,-58.289,36.987,21.362,1
1.937,0.934,0.287,-52.063,3.296,34.424,1
2.461,1.036,0.357,-40.405,-15.869,63.416,1
2.771,1.120,0.449,-27.954,-18.982,106.689,1
2.623,0.970,0.452,-20.142,2.258,172.058,1
2.849,0.769,0.491,-27.527,50.049,195.801,1
3.042,0.561,0.515,-45.654,52.673,225.098,1
2.976,0.274,0.260,-63.965,17.700,268.311,1
2.616,-0.104,0.053,-50.659,8.850,307.739,1
2.264,-0.441,0.134,-25.452,24.353,332.092,1
2.161,-0.615,0.183,-25.146,32.166,344.971,1
1.820,-0.844,0.048,-25.696,22.156,351.318,1
1.256,-1.116,-0.157,-10.864,-13.184,366.333,1
0.638,-1.293,-0.051,6.531,-23.621,363.342,1
-0.242,-1.485,-0.010,12.634,-34.119,355.591,1
-1.189,-1.487,0.003,25.757,-52.063,316.650,1
-1.645,-1.331,0.039,32.043,-82.092,224.670,1
-1.702,-1.179,-0.073,4.761,-71.533,125.427,1
-1.621,-0.940,-0.232,-15.320,-30.762,42.236,1
-1.355,-0.668,-0.295,-6.226,-20.203,-34.729,1
-0.987,-0.434,-0.316,15.442,-14.954,-98.877,1
-0.574,-0.192,-0.185,40.833,-6.409,-147.827,1
-0.003,0.067,0.034,47.302,15.198,-192.078,1
0.493,0.262,0.050,31.128,42.175,-214.905,1
0.733,0.377,0.026,28.564,36.926,-211.548,1
0.786,0.444,0.038,44.922,8.606,-204.956,1
0.795,0.458,0.048,58.899,1.587,-200.623,1
0.836,0.476,0.172,63.293,7.080,-197.754,1
0.815,0.490,0.264,61.707,19.287,-193.848,1
0.787,0.451,0.273,57.190,30.273,-194.824,1
0.897,0.438,0.343,62.866,24.353,-198.975,1
1.118,0.480,0.495,68.054,-0.061,-193.298,1
1.076,0.501,0.445,51.331,3.540,-176.819,1
1.060,0.501,0.315,35.522,24.963,-171.875,1
1.074,0.550,0.320,38.818,31.250,-172.729,1
1.334,0.415,0.390,42.969,4.822,-167.175,1
1.505,0.604,0.451,29.907,-7.324,-157.959,1
1.380,0.573,0.405,37.231,-42.480,-127.991,1
1.403,0.599,0.465,34.302,-25.574,-115.906,1
1.279,0.579,0.497,20.203,4.089,-97.717,1
1.286,0.561,0.473,0.366,22.156,-88.562,1
1.254,0.545,0.330,-5.371,7.935,-81.116,1
1.210,0.531,0.257,10.193,-24.109,-69.580,1
1.096,0.485,0.309,19.226,-33.142,-47.241,1
0.997,0.429,0.406,23.682,-22.827,-51.880,1
0.894,0.393,0.426,10.376,-1.221,-38.574,1
0.783,0.342,0.364,-3.113,10.925,-32.776,1
0.828,0.329,0.323,-9.521,19.287,-39.124,1
1.029,0.368,0.291,-5.005,7.629,-45.410,1
1.212,0.417,0.335,4.395,-14.099,-38.269,1
1.287,0.472,0.417,-0.549,-5.371,-25.085,1
1.440,0.510,0.473,-21.729,32.898,-14.526,1
1.471,0.568,0.437,-30.579,36.804,-7.507,1
1.583,0.714,0.365,-28.748,27.771,10.498,1
1.696,0.855,0.516,-14.404,4.395,29.419,1
1.899,0.968,0.638,-19.409,33.813,48.645,1
1.972,1.102,0.679,-59.082,33.508,46.631,1
2.301,1.212,0.457,-57.800,17.151,88.989,1
2.265,1.111,0.457,-26.001,4.333,146.301,1
2.409,1.001,0.479,-23.010,56.030,177.612,1
2.349,0.925,0.468,-29.236,63.416,190.063,1
2.437,0.730,0.361,-37.109,49.988,217.102,1
2.553,0.559,0.266,-34.241,7.141,243.164,1
2.647,0.304,0.266,-30.457,7.202,272.827,1
2.554,-0.003,0.251,-37.720,34.607,304.749,1
2.304,-0.371,0.077,-43.762,51.575,331.238,1
1.776,-0.695,-0.056,-27.771,40.344,353.149,1
1.153,-0.955,-0.017,-1.526,10.681,358.398,1
0.837,-1.031,0.170,2.136,28.137,340.759,1
0.360,-1.088,0.162,-7.935,46.448,324.951,1
-0.007,-1.089,0.007,-8.911,35.889,293.152,1
-0.422,-1.177,-0.070,22.583,-26.550,266.724,1
-1.205,-1.264,0.060,43.518,-59.753,231.018,1
-1.800,-1.195,0.178,45.349,-43.823,159.180,1
-1.830,-1.005,0.207,33.386,-24.780,60.669,1
-1.559,-0.796,0.102,25.940,-19.104,-20.813,1
-1.281,-0.525,0.131,40.039,-33.325,-88.501,1
-0.760,-0.172,0.287,44.495,-23.987,-155.884,1
-0.008,0.177,0.374,18.799,15.076,-208.374,1
0.568,0.536,0.254,-13.245,36.682,-222.046,1
0.872,0.748,-0.010,-26.489,31.433,-213.013,1
0.931,0.840,-0.166,-5.432,5.188,-191.772,1
0.785,0.814,-0.173,29.846,-23.804,-171.326,1
0.700,0.786,0.023,55.298,-15.442,-164.795,1
0.708,0.783,0.112,56.152,16.052,-166.565,1
0.772,0.755,0.187,42.419,30.090,-166.321,1
0.759,0.700,0.175,35.339,32.104,-155.884,1
0.572,0.597,0.165,47.241,1.160,-143.860,1
0.618,0.546,0.258,63.293,-28.015,-146.484,1
0.862,0.614,0.390,59.143,-15.930,-147.949,1
0.904,0.608,0.452,31.128,7.141,-146.240,1
1.039,0.626,0.294,6.958,23.926,-141.357,1
1.025,0.593,0.224,3.235,21.240,-131.836,1
1.085,0.608,0.075,16.663,6.104,-125.183,1
1.013,0.586,0.195,54.810,-36.621,-114.807,1
1.003,0.563,0.460,65.186,-41.382,-106.689,1
1.059,0.613,0.601,38.086,-14.038,-100.525,1
1.022,0.575,0.395,-2.563,17.029,-96.069,1
0.974,0.499,0.207,-5.005,25.574,-92.163,1
0.859,0.444,0.196,21.729,1.099,-85.754,1
0.812,0.382,0.374,47.058,-25.269,-81.360,1
0.871,0.420,0.499,48.462,-27.283,-78.308,1
0.911,0.431,0.546,21.912,-6.104,-78.247,1
0.985,0.447,0.332,-5.676,21.729,-82.153,1
1.087,0.454,0.264,3.601,24.475,-81.116,1
1.301,0.515,0.468,23.987,1.831,-72.571,1
1.408,0.620,0.536,16.418,-14.221,-56.274,1
1.395,0.637,0.596,-4.211,-12.024,-42.908,1
1.574,0.754,0.539,-23.743,17.456,-32.898,1
1.619,0.788,0.503,-25.879,16.724,-15.320,1
1.679,0.899,0.539,-18.860,17.700,-6.714,1
1.923,1.054,0.663,-27.710,24.414,6.531,1
1.995,1.126,0.624,-33.203,10.864,46.875,1
2.060,1.143,0.558,-29.236,18.372,84.473,1
2.271,1.088,0.627,-23.254,41.565,111.023,1
2.280,1.003,0.648,-29.114,34.119,141.724,1
2.312,0.833,0.609,-41.992,25.146,173.950,1
2.357,0.763,0.576,-54.993,20.813,199.341,1
1.623,0.735,0.581,-33.569,52.429,11.108,1
2.019,0.920,0.673,-22.522,23.621,30.273,1
2.208,0.988,0.744,-26.428,8.728,61.951,1
2.452,1.065,0.856,-40.039,16.052,79.468,1
2.544,0.957,0.678,-56.641,39.795,126.221,1
2.559,0.865,0.594,-57.068,41.321,160.156,1
2.594,0.650,0.638,-55.725,36.011,199.707,1
2.566,0.432,0.580,-70.251,42.175,235.474,1
2.424,0.203,0.353,-81.238,49.255,271.057,1
2.329,0.078,0.268,-76.477,36.621,299.133,1
2.159,-0.168,0.224,-57.495,30.823,309.692,1
1.974,-0.418,0.212,-47.668,26.123,329.407,1
1.575,-0.665,0.048,-43.762,20.386,353.271,1
1.055,-0.884,-0.032,-31.494,15.930,361.084,1
0.417,-1.048,-0.032,-12.939,2.319,356.750,1
-0.193,-1.098,0.060,5.249,-20.691,336.243,1
-0.630,-1.104,0.056,7.446,-24.170,289.612,1
-1.195,-1.154,-0.058,13.733,-30.396,241.760,1
-1.624,-1.041,0.030,30.457,-38.269,163.879,1
-1.625,-0.893,0.139,27.954,-40.955,68.726,1
-1.538,-0.628,0.030,6.409,-9.949,-14.160,1
-1.201,-0.466,-0.090,3.601,10.620,-82.886,1
-0.819,-0.241,-0.089,17.578,14.526,-131.714,1
-0.438,-0.013,0.046,34.424,1.526,-169.556,1
-0.019,0.088,0.104,29.053,11.047,-200.134,1
0.375,0.270,0.073,22.461,17.334,-207.214,1
0.627,0.430,-0.005,20.508,14.587,-208.313,1
0.741,0.527,-0.012,32.837,10.925,-203.796,1
0.824,0.549,0.051,48.096,10.620,-200.928,1
0.927,0.573,0.243,58.716,10.071,-197.510,1
0.960,0.581,0.285,51.270,5.310,-189.209,1
0.916,0.580,0.272,42.480,3.784,-178.772,1
0.795,0.537,0.245,38.147,9.155,-176.208,1
0.788,0.503,0.244,35.522,22.278,-176.819,1
0.969,0.531,0.319,44.250,7.141,-177.124,1
1.108,0.593,0.351,52.856,-9.521,-168.091,1
1.075,0.606,0.496,45.349,-8.911,-164.734,1
1.192,0.573,0.445,22.583,11.169,-155.640,1
1.296,0.585,0.328,10.925,5.737,-139.526,1
1.300,0.604,0.264,26.917,-31.128,-122.070,1
1.220,0.598,0.275,37.109,-43.762,-113.098,1
1.127,0.559,0.421,43.762,-29.236,-103.760,1
1.093,0.510,0.493,30.212,-3.296,-98.877,1
1.068,0.471,0.481,13.916,6.042,-92.224,1
1.127,0.478,0.379,2.258,2.075,-91.553,1
1.183,0.450,0.231,6.409,-11.047,-85.815,1
1.165,0.433,0.296,26.062,-20.752,-70.374,1
1.143,0.413,0.425,29.480,0.244,-60.242,1
1.126,0.409,0.459,21.912,16.174,-56.396,1
1.111,0.393,0.454,4.028,31.311,-50.110,1
1.188,0.451,0.269,2.319,6.104,-49.988,1
1.303,0.487,0.319,23.193,-16.846,-42.847,1
1.510,0.610,0.599,24.109,-7.996,-24.597,1
1.629,0.701,0.657,5.249,18.250,-5.859,1
1.724,0.802,0.595,-10.071,21.973,9.460,1
1.777,0.602,0.643,-18.127,-0.671,7.446,1
1.899,0.963,0.673,-19.348,-4.456,20.325,1
2.115,1.023,0.744,-20.874,-7.507,63.965,1
2.247,1.036,0.754,-20.020,4.028,105.530,1
2.415,0.910,0.709,-26.733,41.748,141.541,1
2.504,0.814,0.726,-37.781,28.320,166.321,1
2.598,0.633,0.624,-54.138,4.944,205.994,1
2.486,0.425,0.388,-65.552,11.414,242.187,1
2.602,0.229,0.399,-58.655,24.414,267.334,1
2.596,0.117,0.354,-64.026,28.931,299.194,1
2.464,-0.173,0.135,-63.049,25.146,316.650,1
1.985,-0.514,-0.026,-41.687,10.437,353.394,1
1.405,-0.789,0.085,-13.428,0.671,369.690,1
0.811,-1.099,0.024,-12.268,-18.738,365.479,1
0.140,-1.261,-0.099,-11.841,-31.860,352.051,1
-0.604,-1.334,-0.090,12.390,-34.058,327.087,1
-1.033,-1.257,0.147,26.978,-32.349,262.756,1
-1.412,-1.147,0.104,7.812,-45.837,186.890,1
-1.605,-1.024,-0.043,-1.160,-39.368,111.572,1
-1.505,-0.812,-0.055,6.348,-14.038,32.654,1
-1.198,-0.556,-0.073,17.700,-3.601,-35.461,1
-0.904,-0.299,-0.024,36.438,-5.981,-91.248,1
-0.517,-0.012,0.209,46.631,4.272,-139.465,1
-0.033,0.262,0.347,27.466,29.907,-177.612,1
0.286,0.463,0.122,-2.441,38.940,-193.787,1
0.448,0.572,-0.056,6.714,22.461,-195.984,1
0.510,0.607,-0.039,40.527,7.935,-191.345,1
0.589,0.626,0.165,50.781,9.216,-187.744,1
0.587,0.603,0.315,49.255,19.531,-177.917,1
0.546,0.591,0.300,32.532,25.879,-173.645,1
0.597,0.547,0.177,22.583,27.344,-182.556,1
0.725,0.531,0.165,35.400,13.428,-185.730,1
0.885,0.549,0.307,51.514,4.517,-177.307,1
0.946,0.558,0.367,50.293,9.277,-161.011,1
0.870,0.549,0.347,46.082,7.935,-144.287,1
0.708,0.463,0.416,36.133,5.066,-144.043,1
0.861,0.432,0.416,20.325,23.926,-152.954,1
1.013,0.469,0.353,10.498,13.123,-155.701,1
1.236,0.495,0.309,13.611,7.385,-146.240,1
1.409,0.489,0.392,19.775,6.226,-134.827,1
1.257,0.490,0.302,20.447,-1.709,-113.831,1
1.036,0.405,0.295,31.128,-17.456,-101.868,1
0.990,0.367,0.372,36.865,-15.930,-99.487,1
0.966,0.364,0.436,33.752,-12.878,-99.365,1
1.102,0.382,0.447,24.109,4.211,-103.882,1
1.195,0.409,0.414,18.311,21.851,-100.891,1
1.219,0.363,0.435,20.935,20.752,-88.501,1
1.226,0.387,0.531,22.156,15.564,-72.327,1
1.222,0.408,0.436,14.465,1.099,-61.646,1
1.440,0.553,0.624,9.888,-38.025,-64.880,1
1.526,0.578,0.614,3.052,-23.682,-54.810,1
1.697,0.649,0.594,0.610,-12.756,-48.279,1
1.587,0.682,0.626,1.587,-3.235,-26.306,1
1.308,0.631,0.692,-6.653,27.710,-10.742,1
1.530,0.732,0.656,-23.437,37.109,-3.906,1
1.535,0.729,0.593,-12.512,-12.329,31.128,1
1.659,0.761,0.654,-4.456,-16.235,60.059,1
1.679,0.729,0.642,-16.418,22.522,80.017,1
1.871,0.709,0.641,-23.682,47.119,84.778,1
2.136,0.723,0.661,-31.250,30.701,93.750,1
2.420,0.669,0.637,-38.879,1.465,121.277,1
2.510,0.560,0.534,-52.490,-5.127,158.386,1
2.669,0.413,0.465,-64.575,15.076,195.129,1
2.756,0.238,0.475,-73.669,32.898,234.558,1
1.388,0.839,0.489,-32.227,23.437,13.000,1
1.504,0.898,0.559,-35.706,18.677,29.114,1
1.713,1.000,0.587,-38.147,6.409,40.039,1
1.890,1.019,0.570,-35.828,-12.329,70.007,1
2.061,1.083,0.558,-32.898,-7.568,108.093,1
1.980,0.900,0.608,-21.912,-6.470,144.226,1
2.020,0.885,0.648,-40.405,25.208,145.691,1
2.217,0.610,0.585,-45.959,26.550,165.283,1
2.293,0.505,0.465,-50.476,-0.061,188.599,1
2.413,0.315,0.484,-46.509,-3.357,213.318,1
2.417,0.214,0.485,-49.561,25.024,241.089,1
2.242,-0.022,0.410,-58.716,31.616,253.845,1
1.983,-0.187,0.340,-59.143,36.316,274.536,1
1.704,-0.385,0.246,-56.702,26.794,286.377,1
1.473,-0.459,0.134,-49.927,8.545,287.231,1
1.281,-0.497,0.197,-29.175,-13.245,289.124,1
0.849,-0.604,0.089,-24.048,-10.620,296.509,1
0.216,-0.695,0.010,-13.794,-12.268,295.349,1
-0.259,-0.707,0.046,-2.441,-10.254,270.447,1
-0.684,-0.720,-0.079,-0.305,-13.550,232.788,1
-1.187,-0.771,-0.143,12.329,-22.644,194.519,1
-1.509,-0.720,-0.099,26.489,-22.278,132.507,1
-1.466,-0.621,-0.050,25.940,-12.390,53.955,1
-1.194,-0.448,-0.042,17.395,3.052,-17.090,1
-0.929,-0.301,-0.090,19.348,7.202,-71.289,1
