aX,aY,aZ,gX,gY,gZ,label
-0.647,-0.149,-0.031,34.302,4.150,-114.319,1
-0.246,0.010,0.126,43.579,13.062,-154.419,1
0.158,0.187,0.219,35.645,31.250,-181.946,1
0.375,0.273,0.254,29.907,34.485,-195.007,1
0.647,0.414,0.162,17.578,27.649,-196.594,1
0.790,0.490,0.031,22.827,14.282,-195.923,1
0.883,0.536,0.115,50.232,-1.526,-193.420,1
0.927,0.551,0.266,63.538,-3.906,-187.927,1
0.840,0.525,0.309,56.030,7.996,-181.274,1
0.873,0.509,0.351,43.579,26.001,-186.951,1
0.951,0.527,0.365,31.616,36.499,-188.843,1
0.912,0.493,0.287,25.269,32.043,-190.918,1
0.958,0.508,0.219,29.602,16.296,-195.251,1
0.987,0.514,0.202,45.776,-4.944,-194.824,1
1.073,0.529,0.378,61.340,-9.033,-186.035,1
1.055,0.611,0.503,53.589,-3.296,-174.194,1
1.045,0.672,0.479,28.442,10.132,-168.213,1
1.071,0.749,0.299,8.118,18.738,-164.673,1
1.125,0.821,0.232,21.240,9.705,-155.029,1
1.168,0.867,0.296,50.598,-16.663,-135.437,1
1.263,0.980,0.578,57.373,-24.536,-122.925,1
1.200,1.035,0.670,41.626,-19.958,-94.666,1
1.233,1.062,0.586,16.296,2.808,-76.660,1
1.274,1.115,0.426,13.672,-0.427,-53.284,1
1.226,1.103,0.564,37.354,-23.804,-23.926,1
1.205,1.121,0.825,40.405,-33.691,3.723,1
1.137,1.096,0.882,7.874,-8.057,18.860,1
1.186,1.090,0.709,-24.109,20.325,26.306,1
1.233,1.078,0.637,-27.466,4.517,38.208,1
1.341,1.072,0.660,-11.963,-13.672,48.096,1
1.579,1.043,0.949,-14.648,-22.400,70.618,1
1.579,0.985,0.889,-49.194,-12.817,85.266,1
1.833,1.031,0.724,-69.397,-1.953,93.384,1
2.302,1.094,0.697,-62.317,-14.465,107.910,1
2.809,1.043,0.836,-51.392,-19.287,138.794,1
2.913,0.962,0.781,-60.364,-18.982,185.669,1
2.807,0.706,0.738,-64.453,-15.015,207.397,1
2.650,0.431,0.757,-62.805,-9.094,234.436,1
2.579,0.155,0.773,-68.542,-10.498,255.188,1
2.320,-0.151,0.602,-81.665,-14.709,278.687,1
1.857,-0.487,0.377,-82.642,-17.700,299.683,1
1.352,-0.748,0.207,-71.716,-16.724,306.702,1
0.930,-0.928,0.065,-55.237,-17.517,300.964,1
0.410,-1.047,-0.038,-37.537,-28.442,290.283,1
-0.041,-1.052,-0.049,-22.827,-33.752,261.902,1
-0.414,-0.967,-0.059,-11.108,-31.311,222.717,1
-0.711,-0.839,-0.110,-2.625,-25.391,178.955,1
-0.881,-0.684,-0.081,7.202,-14.221,130.432,1
-0.968,-0.494,-0.102,9.583,-1.709,81.116,1
-0.950,-0.328,-0.114,12.146,7.385,30.212,1
-0.867,-0.162,-0.118,17.700,24.536,-14.160,1
-0.711,0.011,-0.066,26.245,37.842,-53.894,1
-0.545,0.187,0.027,32.532,44.067,-88.135,1
-0.353,0.320,0.074,39.551,40.833,-112.793,1
-0.269,0.371,0.110,61.096,34.119,-130.676,1
-0.044,0.467,0.232,52.246,32.104,-139.160,1
0.174,0.546,0.327,46.509,33.142,-151.611,1
0.351,0.601,0.304,28.076,47.180,-161.743,1
0.515,0.656,0.212,19.592,55.176,-167.053,1
0.638,0.689,0.245,31.677,44.312,-162.598,1
0.649,0.673,0.327,43.335,27.222,-151.611,1
0.649,0.684,0.375,45.166,10.864,-148.437,1
0.656,0.679,0.372,40.405,12.329,-152.588,1
0.706,0.702,0.403,36.560,21.606,-154.724,1
0.782,0.715,0.361,26.978,41.321,-157.654,1
0.832,0.706,0.287,26.733,42.114,-152.100,1
0.911,0.661,0.293,38.879,21.545,-140.747,1
0.931,0.687,0.396,50.476,1.099,-128.479,1
0.892,0.662,0.434,51.941,-7.935,-121.521,1
0.898,0.626,0.489,49.133,-0.305,-119.141,1
0.849,0.593,0.513,43.335,9.888,-119.263,1
0.860,0.564,0.510,40.222,13.306,-119.263,1
0.906,0.514,0.563,35.034,14.465,-119.873,1
0.999,0.517,0.572,23.926,13.794,-114.014,1
1.013,0.525,0.478,14.038,4.028,-103.210,1
1.054,0.530,0.399,14.038,-1.038,-91.370,1
1.071,0.528,0.478,20.996,1.404,-79.590,1
1.070,0.537,0.555,18.677,14.771,-69.946,1
1.034,0.522,0.530,8.545,17.273,-63.354,1
1.056,0.520,0.514,4.517,10.376,-61.035,1
1.080,0.520,0.491,3.174,7.446,-57.739,1
1.092,0.500,0.439,2.319,4.700,-49.194,1
1.053,0.466,0.437,5.249,7.324,-38.879,1
0.987,0.418,0.446,9.949,11.047,-31.982,1
0.971,0.401,0.501,12.878,3.723,-25.574,1
0.929,0.353,0.467,11.536,-5.310,-22.156,1
0.974,0.336,0.516,12.939,-7.019,-22.095,1
0.992,0.305,0.548,8.667,-1.831,-18.860,1
0.966,0.291,0.528,1.587,11.963,-15.991,1
0.979,0.264,0.503,0.244,15.198,-14.465,1
0.948,0.251,0.463,1.038,10.803,-10.986,1
0.925,0.227,0.469,6.104,1.892,-8.362,1
0.928,0.223,0.497,7.202,-3.906,-6.409,1
0.888,0.199,0.478,2.502,-4.089,-4.639,1
1.297,0.970,0.449,-48.096,1.221,16.846,1
1.625,1.102,0.580,-34.363,-24.658,26.611,1
1.724,1.174,0.639,-31.860,-36.682,61.096,1
1.708,1.205,0.687,-35.156,-34.180,83.130,1
1.546,1.054,0.591,-43.518,0.244,114.502,1
1.670,0.846,0.525,-47.302,40.039,120.483,1
1.747,0.901,0.590,-41.199,23.865,127.502,1
1.953,0.847,0.627,-46.692,-10.803,141.907,1
2.182,0.730,0.612,-51.270,-13.489,161.987,1
2.435,0.601,0.626,-59.021,5.432,179.382,1
2.582,0.424,0.545,-72.388,28.320,206.055,1
2.609,0.320,0.533,-74.951,35.034,232.727,1
2.736,0.115,0.495,-74.768,47.729,245.667,1
2.701,-0.138,0.422,-84.229,48.462,272.888,1
2.448,-0.405,0.206,-80.505,46.936,304.077,1
1.870,-0.679,0.076,-55.908,20.813,333.069,1
1.228,-0.881,0.050,-26.428,-2.441,347.900,1
0.515,-1.039,-0.061,-12.817,-12.756,348.083,1
-0.103,-1.096,-0.019,1.892,-2.869,326.904,1
-0.701,-1.180,-0.039,3.113,-4.089,291.077,1
-1.326,-1.172,-0.132,4.639,-12.207,244.080,1
-1.807,-1.128,-0.210,13.062,-20.020,170.227,1
-1.821,-0.990,-0.173,27.344,-8.667,86.670,1
-1.656,-0.810,-0.109,36.865,1.831,8.850,1
-1.521,-0.697,-0.082,40.649,11.475,-59.143,1
-1.226,-0.506,-0.032,58.960,19.226,-117.920,1
-0.835,-0.292,0.120,49.683,25.146,-169.067,1
-0.313,-0.045,0.217,44.800,27.954,-190.979,1
0.141,0.133,0.161,34.729,30.212,-218.506,1
0.439,0.281,0.126,38.940,19.897,-229.370,1
0.670,0.366,0.197,50.415,15.686,-233.948,1
0.805,0.424,0.266,54.016,15.930,-231.262,1
0.859,0.433,0.292,49.072,17.578,-226.379,1
1.022,0.474,0.253,38.208,27.222,-222.900,1
1.029,0.478,0.202,39.001,21.790,-214.050,1
1.000,0.507,0.243,45.410,21.912,-212.341,1
1.014,0.505,0.373,49.316,26.428,-210.693,1
1.095,0.523,0.429,43.640,21.851,-206.848,1
1.188,0.602,0.304,26.123,15.137,-207.336,1
1.303,0.616,0.240,28.931,12.573,-202.698,1
1.470,0.647,0.381,43.335,0.793,-185.974,1
1.457,0.729,0.541,42.786,-8.179,-160.767,1
1.359,0.731,0.498,15.015,3.235,-144.165,1
1.156,0.667,0.322,6.714,10.010,-139.465,1
1.110,0.665,0.267,7.263,5.981,-138.550,1
1.304,0.710,0.354,17.029,-7.263,-135.498,1
1.269,0.783,0.394,24.048,-16.052,-111.572,1
1.078,0.766,0.457,25.879,-10.193,-86.609,1
1.001,0.789,0.486,17.761,9.705,-74.463,1
1.073,0.844,0.505,10.925,10.315,-63.049,1
1.152,0.884,0.476,10.437,-7.874,-52.551,1
1.365,0.957,0.563,13.855,-10.681,-45.166,1
1.495,1.025,0.624,5.615,1.038,-25.452,1
1.539,1.074,0.625,-6.409,15.808,-2.686,1
1.667,1.142,0.601,-10.254,10.071,20.081,1
1.891,1.110,0.751,-10.132,-2.441,45.715,1
1.822,1.282,0.810,-27.832,-12.634,71.838,1
1.971,1.182,0.665,-42.786,6.470,104.553,1
2.094,1.205,0.612,-47.180,20.508,119.873,1
2.395,1.145,0.625,-45.532,18.738,136.719,1
2.523,0.981,0.620,-46.082,-0.366,174.988,1
2.489,0.762,0.501,-53.406,-6.409,211.731,1
2.737,0.570,0.457,-54.077,7.446,233.337,1
2.767,0.343,0.420,-52.246,8.057,264.404,1
2.470,0.010,0.406,-47.485,-7.019,307.068,1
2.333,-0.108,0.394,-47.668,-12.939,330.139,1
2.021,-0.455,0.365,-51.758,1.526,348.145,1
1.548,-0.797,0.137,-60.730,7.568,355.347,1
0.942,-1.060,-0.014,-49.133,-0.244,357.971,1
0.311,-1.230,0.002,-23.437,-14.465,350.708,1
-0.357,-1.371,0.119,-4.700,-24.414,326.477,1
-1.093,-1.446,0.058,-13.672,-29.785,277.649,1
-1.576,-1.369,-0.102,-18.677,-40.527,194.275,1
-1.511,-1.173,-0.163,-9.888,-31.189,91.919,1
-1.266,-0.916,-0.135,5.249,-11.658,16.418,1
-1.081,-0.633,-0.117,20.752,0.854,-41.931,1
-0.876,-0.398,-0.105,35.950,14.465,-94.238,1
-0.607,-0.144,0.102,52.856,26.367,-140.808,1
-0.178,0.092,0.282,50.110,39.368,-184.753,1
0.237,0.273,0.275,31.616,42.358,-210.266,1
0.498,0.391,0.145,21.301,28.748,-217.468,1
0.628,0.427,0.083,29.968,24.231,-217.896,1
0.680,0.460,0.111,47.363,25.208,-215.942,1
0.711,0.482,0.162,53.162,23.743,-216.431,1
0.830,0.452,0.313,60.608,24.963,-213.867,1
0.836,0.490,0.409,54.138,15.320,-206.177,1
0.787,0.447,0.280,34.180,9.155,-203.125,1
0.829,0.445,0.175,29.724,26.001,-207.336,1
1.086,0.533,0.293,42.419,37.415,-208.862,1
1.145,0.543,0.387,47.485,26.001,-203.613,1
1.325,0.660,0.493,45.715,23.621,-195.251,1
1.286,0.662,0.470,36.682,1.160,-174.316,1
1.176,0.661,0.406,34.241,-16.174,-156.494,1
1.160,0.649,0.377,24.292,-2.075,-149.109,1
1.231,0.673,0.371,18.738,20.386,-146.790,1
1.252,0.633,0.398,23.254,12.268,-136.780,1
1.122,0.591,0.377,33.020,-23.926,-118.530,1
1.074,0.574,0.463,36.987,-37.170,-103.638,1
1.148,0.624,0.610,18.372,-18.188,-102.112,1
1.347,0.664,0.424,-20.386,33.386,-100.098,1
1.523,0.693,0.254,-17.273,25.879,-88.196,1
1.643,0.775,0.354,14.832,-16.174,-62.500,1
1.521,0.785,0.542,22.156,-18.860,-28.564,1
1.482,0.856,0.585,-1.892,6.104,-10.315,1
1.427,0.874,0.555,-17.883,3.662,-5.615,1
1.642,0.956,0.556,-15.137,-6.531,3.845,1
1.860,1.089,0.743,-10.742,-14.832,20.325,1
1.960,1.245,0.829,-15.869,-7.690,62.378,1
1.895,1.203,0.779,-21.179,14.954,102.356,1
2.231,1.208,0.863,-28.320,39.124,118.774,1
2.367,1.137,0.860,-44.617,12.878,149.658,1
2.514,0.969,0.738,-66.345,-0.549,183.960,1
2.652,0.786,0.646,-74.158,3.113,220.154,1
2.569,0.499,0.506,-74.768,1.953,260.559,1
2.507,0.353,0.469,-71.533,1.526,295.227,1
2.307,0.069,0.410,-66.162,1.404,309.875,1
1.962,-0.235,0.282,-61.035,-5.005,331.360,1
1.602,-0.542,0.249,-46.143,-23.254,349.426,1
1.092,-0.784,0.312,-37.292,-29.846,357.727,1
1.371,0.629,0.792,-19.653,22.644,19.226,1
1.787,0.760,0.979,-24.963,9.949,26.367,1
2.012,0.822,1.026,-46.448,10.803,48.889,1
2.208,0.938,1.000,-56.824,17.944,68.054,1
2.323,0.932,0.976,-73.486,40.100,105.835,1
2.311,0.859,0.829,-85.571,49.316,142.517,1
2.302,0.745,0.708,-81.360,13.916,173.096,1
2.336,0.587,0.631,-82.031,-5.127,205.566,1
2.115,0.396,0.503,-92.468,16.846,244.568,1
1.924,0.217,0.433,-93.140,37.781,270.020,1
1.788,0.061,0.307,-88.623,35.706,286.926,1
1.696,-0.015,0.216,-68.237,13.062,301.575,1
1.623,-0.126,0.188,-66.772,6.409,306.702,1
1.527,-0.225,0.292,-64.392,27.954,313.599,1
1.147,-0.343,0.052,-74.158,54.749,323.730,1
0.666,-0.568,-0.020,-48.157,29.541,329.041,1
0.172,-0.756,0.040,-17.212,-13.123,324.402,1
-0.355,-0.855,0.039,-0.244,-31.006,304.199,1
-0.922,-0.961,0.034,2.380,-30.273,260.803,1
-1.291,-0.977,0.045,0.366,-32.349,190.430,1
-1.364,-0.911,-0.026,-2.502,-41.016,106.323,1
-1.251,-0.780,-0.172,1.526,-36.743,29.175,1
-1.095,-0.632,-0.271,21.240,-31.921,-33.447,1
-0.866,-0.504,-0.164,47.974,-29.968,-92.163,1
-0.514,-0.325,0.049,55.115,-10.803,-148.804,1
-0.130,-0.165,0.086,36.865,16.846,-195.984,1
0.176,-0.037,-0.035,21.973,33.752,-229.370,1
0.460,0.077,-0.121,32.349,25.208,-252.380,1
0.622,0.132,-0.081,60.974,5.981,-262.390,1
0.891,0.281,0.040,73.059,-1.953,-259.949,1
0.942,0.343,0.187,85.083,-0.977,-248.962,1
1.032,0.378,0.323,75.867,34.302,-246.094,1
1.092,0.383,0.313,55.786,52.734,-243.408,1
1.172,0.413,0.243,50.842,41.443,-242.187,1
1.330,0.491,0.286,69.336,5.066,-230.652,1
1.366,0.562,0.411,85.938,-8.850,-216.125,1
1.443,0.575,0.629,76.721,36.987,-207.031,1
1.522,0.592,0.685,60.364,57.007,-197.571,1
1.388,0.605,0.523,26.184,57.007,-180.847,1
1.209,0.528,0.393,36.926,4.211,-162.292,1
1.196,0.525,0.498,47.607,-31.372,-152.771,1
1.248,0.537,0.645,35.339,-28.320,-139.771,1
1.279,0.573,0.563,1.221,11.475,-135.803,1
1.220,0.574,0.365,-10.315,13.733,-127.441,1
1.255,0.577,0.307,5.798,-18.982,-115.784,1
1.363,0.595,0.402,21.912,-34.180,-91.675,1
1.389,0.675,0.510,18.982,-27.893,-76.904,1
1.354,0.684,0.508,-3.052,19.348,-56.091,1
1.431,0.706,0.399,-14.160,52.673,-44.800,1
1.688,0.796,0.480,2.258,21.912,-30.396,1
1.863,0.890,0.608,7.996,-2.197,0.000,1
1.848,0.984,0.675,-9.094,14.221,33.447,1
1.803,0.989,0.634,-24.780,37.964,65.002,1
1.924,1.037,0.625,-26.123,38.269,87.891,1
1.997,1.075,0.656,-21.851,13.977,118.591,1
2.011,1.078,0.635,-28.320,13.855,135.681,1
2.066,0.984,0.544,-43.640,19.165,161.560,1
2.192,0.870,0.508,-46.692,11.475,181.824,1
2.392,0.739,0.455,-54.504,11.902,206.970,1
2.468,0.574,0.307,-62.073,25.879,238.037,1
2.471,0.336,0.219,-58.411,31.128,266.541,1
2.586,0.114,0.227,-52.368,36.072,287.720,1
2.519,-0.005,0.193,-50.354,40.710,316.040,1
2.275,-0.259,0.100,-46.753,33.447,331.543,1
1.779,-0.568,0.101,-29.175,11.353,355.103,1
1.388,-0.734,0.186,-18.372,23.132,357.971,1
0.976,-0.891,0.087,-15.503,16.785,350.464,1
0.387,-1.014,0.078,-6.470,5.432,342.163,1
-0.169,-1.112,0.074,-4.517,11.719,310.669,1
-0.682,-1.142,0.131,3.479,0.549,266.235,1
-1.014,-1.073,0.146,16.296,-25.208,205.750,1
-1.138,-1.034,0.161,22.644,-24.902,135.010,1
-1.233,-0.889,0.166,20.569,-1.892,64.697,1
-1.216,-0.718,0.110,17.944,2.625,29.236,1
-1.080,-0.549,0.094,21.606,4.578,-35.400,1
-0.901,-0.357,0.073,21.851,0.854,-89.478,1
-0.724,-0.203,0.058,22.156,-7.263,-140.442,1
-0.433,-0.069,0.068,19.165,2.502,-189.026,1
-0.025,0.035,0.038,12.634,23.010,-228.027,1
0.322,0.159,-0.010,14.343,24.475,-248.840,1
0.564,0.236,-0.008,32.104,3.479,-256.470,1
0.668,0.241,0.052,46.814,-11.475,-262.268,1
0.796,0.257,0.142,51.697,-2.563,-268.738,1
0.841,0.271,0.180,49.927,6.226,-272.095,1
1.001,0.323,0.211,47.546,9.399,-273.743,1
1.281,0.381,0.227,42.847,17.029,-272.583,1
1.385,0.446,0.199,42.725,12.512,-252.136,1
1.298,0.434,0.213,49.255,-5.615,-228.394,1
1.295,0.468,0.330,53.528,0.671,-220.825,1
1.404,0.484,0.444,41.443,25.269,-225.891,1
1.562,0.553,0.457,21.912,39.795,-212.524,1
1.580,0.583,0.374,13.123,16.785,-184.082,1
1.486,0.632,0.282,10.010,-0.488,-167.786,1
1.280,0.658,0.261,22.095,-25.085,-142.151,1
1.192,0.681,0.444,27.466,-17.090,-132.385,1
1.316,0.704,0.501,6.409,30.090,-136.536,1
1.698,0.799,0.462,-12.085,44.861,-128.296,1
1.812,0.873,0.339,-14.221,-16.602,-84.167,1
1.844,0.948,0.308,-3.296,-19.958,-42.175,1
1.859,0.990,0.381,-2.441,21.301,-10.132,1
1.909,0.995,0.402,-6.592,52.246,17.456,1
2.052,1.052,0.469,-11.841,47.363,31.433,1
2.123,1.085,0.407,-13.916,10.193,60.242,1
2.221,1.123,0.357,-15.381,-1.831,96.313,1
2.065,1.020,0.356,-21.423,32.654,144.897,1
1.880,0.899,0.300,-22.766,56.946,179.260,1
1.966,0.782,0.311,-11.230,27.954,197.266,1
2.142,0.751,0.330,-11.780,-2.197,214.417,1
2.173,0.694,0.318,-29.663,23.254,240.601,1
2.210,0.526,0.260,-37.720,47.607,253.235,1
2.176,0.340,0.149,-39.795,68.665,274.719,1
2.023,0.157,0.161,-27.893,52.307,293.640,1
1.895,-0.003,0.103,-24.414,29.175,305.542,1
1.807,-0.162,0.143,-26.917,38.513,311.035,1
1.542,-0.318,0.064,-32.166,48.279,324.341,1
1.117,-0.463,-0.064,-18.677,33.813,326.965,1
0.787,-0.554,0.000,9.521,15.686,314.331,1
0.638,-0.580,0.040,18.127,11.353,298.584,1
0.174,-0.669,0.067,22.949,-2.747,289.368,1
0.419,-1.511,0.758,38.940,68.726,-76.416,2
0.792,-1.590,0.806,73.730,55.664,-87.830,2
0.984,-1.561,1.018,113.586,50.171,-77.393,2
1.053,-1.487,1.543,120.483,45.349,-64.697,2
0.910,-1.328,1.962,94.788,26.367,-38.269,2
0.696,-1.130,1.905,19.104,-4.578,-13.062,2
0.521,-1.042,1.270,-62.988,-28.015,9.277,2
0.290,-0.868,0.732,-91.675,-41.626,27.405,2
0.108,-0.710,0.491,-69.946,-49.255,29.968,2
0.025,-0.448,0.455,-35.767,-53.284,20.996,2
0.076,-0.362,0.551,-10.010,-54.260,12.329,2
0.034,-0.384,0.766,6.958,-56.274,13.489,2
0.026,-0.430,0.883,5.920,-44.922,13.550,2
0.041,-0.201,0.953,3.418,-37.476,11.292,2
0.010,-0.039,0.966,0.305,-18.433,8.667,2
-0.034,0.032,0.880,-4.272,-28.992,9.216,2
-0.067,0.031,0.885,8.423,-25.085,3.967,2
-0.089,-0.056,0.970,23.499,-18.677,1.526,2
-0.076,-0.032,1.185,30.212,-9.155,-0.854,2
-0.027,-0.025,1.186,10.254,8.911,-5.005,2
0.061,0.153,1.091,-5.737,14.404,-11.963,2
0.081,0.144,0.940,-9.216,4.272,-11.536,2
0.080,0.077,0.954,8.911,-4.944,-10.742,2
0.062,0.123,1.070,19.287,-8.667,-11.719,2
0.082,0.087,1.099,14.526,-11.169,-6.104,2
0.024,0.151,1.110,7.507,-7.324,-5.615,2
0.026,0.278,0.979,-7.446,0.610,-5.371,2
-0.035,0.416,0.892,-4.822,-1.221,-3.418,2
-0.111,0.506,0.949,8.423,0.549,-1.831,2
-0.189,0.648,1.023,14.832,7.629,-3.845,2
-0.167,0.809,1.012,9.583,8.667,-5.493,2
-0.167,0.977,1.015,8.545,5.432,-4.639,2
-0.152,1.088,1.093,13.550,5.554,-5.432,2
-0.129,1.115,1.142,22.034,-5.005,-6.409,2
-0.094,1.131,1.277,24.048,-9.399,-7.263,2
-0.059,1.131,1.346,11.780,-11.292,-5.432,2
-0.013,1.093,1.277,-10.315,-10.376,-0.977,2
-0.006,1.074,1.160,-26.917,-5.249,4.089,2
-0.091,1.061,1.068,-33.447,1.587,8.850,2
-0.182,0.976,0.984,-33.752,3.052,8.240,2
-0.158,0.767,0.850,-28.259,-1.831,0.488,2
-0.073,0.603,0.864,-9.155,-3.601,-6.287,2
-0.056,0.465,0.958,6.470,11.719,-6.775,2
-0.119,0.265,1.034,6.714,31.677,-4.944,2
-0.108,0.055,0.938,-13.794,34.729,-9.094,2
-0.197,-0.179,0.493,-28.381,22.827,-12.329,2
-0.290,-0.602,0.195,-1.099,6.104,-14.648,2
-0.388,-0.840,0.118,45.532,29.480,-34.424,2
-0.196,-1.283,0.167,71.838,51.941,-44.128,2
0.101,-1.779,0.696,122.131,77.637,-55.969,2
0.333,-2.054,1.096,138.672,86.792,-62.073,2
0.678,-1.887,1.310,124.146,62.683,-71.228,2
0.875,-1.586,1.460,97.961,15.198,-58.533,2
0.784,-1.331,1.522,49.744,-6.775,-26.123,2
0.465,-1.211,1.408,-4.578,-7.202,3.296,2
0.253,-1.044,1.097,-50.720,-12.573,15.015,2
0.063,-0.874,0.788,-75.134,-23.682,24.109,2
0.077,-0.770,0.542,-72.083,-24.719,25.757,2
0.111,-0.631,0.489,-47.485,-33.264,23.560,2
0.166,-0.567,0.551,-32.166,-40.283,21.179,2
0.145,-0.521,0.730,-14.832,-48.523,23.010,2
0.074,-0.492,0.839,-12.756,-39.551,26.306,2
-0.028,-0.416,0.873,-11.169,-26.306,27.222,2
-0.010,-0.374,0.959,-6.165,-25.757,23.315,2
0.006,-0.182,0.994,-10.559,-30.884,17.822,2
0.005,-0.084,0.857,-22.766,-26.611,17.456,2
-0.104,0.006,0.850,-14.465,-18.127,17.944,2
-0.116,0.030,0.993,2.686,-3.784,13.306,2
-0.096,-0.004,1.161,7.874,-4.333,6.836,2
-0.063,0.040,1.199,-2.197,-2.991,1.465,2
-0.029,0.068,1.030,-19.409,5.920,-2.075,2
-0.011,0.148,0.920,-14.343,1.404,-5.798,2
0.054,0.237,0.935,0.610,2.136,-10.254,2
0.082,0.282,1.031,10.681,6.836,-8.545,2
0.056,0.341,1.054,10.132,10.254,-8.118,2
0.095,0.362,1.076,13.672,5.615,-7.690,2
0.017,0.513,1.138,14.404,7.202,-7.935,2
-0.016,0.682,1.126,4.944,16.785,-5.432,2
-0.014,0.914,1.040,-3.052,21.912,-7.385,2
0.015,1.083,1.073,3.662,10.620,-7.812,2
-0.007,1.119,1.251,16.602,1.282,-2.014,2
-0.031,1.094,1.333,13.672,2.747,4.456,2
-0.073,1.069,1.464,6.714,2.258,6.348,2
-0.076,1.001,1.461,-17.273,-0.732,11.658,2
-0.071,0.976,1.344,-37.354,-3.357,14.404,2
-0.054,0.945,1.214,-43.396,-4.211,17.090,2
-0.052,0.911,1.100,-42.297,0.061,17.700,2
-0.087,0.857,1.079,-32.410,-2.136,13.184,2
-0.080,0.740,1.114,-22.095,-14.099,7.446,2
-0.154,0.548,1.084,-21.973,-6.958,7.385,2
-0.250,0.369,0.857,-28.564,5.798,3.357,2
-0.263,0.130,0.581,-26.428,5.920,-9.705,2
-0.146,-0.180,0.461,-10.803,-4.700,-18.494,2
-0.097,-0.527,0.379,10.864,9.521,-14.954,2
-0.217,-0.793,0.364,30.029,43.945,-19.653,2
-0.193,-1.202,0.394,56.702,75.134,-46.509,2
0.145,-1.449,0.619,79.163,70.923,-57.617,2
0.365,-1.526,0.863,95.032,56.396,-62.622,2
0.464,-1.455,0.952,85.815,37.659,-55.603,2
0.561,-1.357,0.990,73.853,22.583,-46.631,2
0.594,-1.225,1.131,67.749,5.127,-32.471,2
0.485,-1.080,1.275,48.706,-3.540,-15.381,2
0.379,-0.941,1.255,11.292,-11.597,-1.282,2
0.206,-0.849,1.025,-28.992,-20.508,14.709,2
0.077,-0.666,0.823,-47.729,-18.982,19.409,2
0.113,-0.640,0.725,-42.725,-22.156,21.118,2
0.143,-0.580,0.737,-26.611,-33.997,20.203,2
0.217,-0.585,0.784,-19.104,-40.710,23.499,2
0.230,-0.577,0.917,-14.404,-49.316,27.039,2
0.059,-0.433,1.020,-24.536,-45.166,33.752,2
0.034,-0.335,0.898,-36.316,-30.640,33.447,2
0.066,-0.256,0.923,-24.048,-30.945,27.588,2
0.054,-0.234,1.042,-13.977,-33.936,27.283,2
-0.032,-0.226,1.094,-20.020,-21.423,30.273,2
-0.060,-0.065,1.057,-33.813,-8.545,28.259,2
-0.018,0.095,0.911,-42.542,-5.371,24.048,2
0.100,0.226,0.891,-27.954,-15.503,15.930,2
0.146,0.203,0.987,-11.292,-23.193,17.883,2
0.057,0.181,1.085,-5.615,-9.399,23.682,2
0.366,-1.881,0.656,147.644,48.706,-93.933,2
0.476,-1.886,0.851,162.903,61.646,-90.210,2
0.737,-1.690,1.283,158.142,56.458,-84.351,2
0.843,-1.391,1.690,127.380,26.184,-56.274,2
0.639,-1.186,1.907,67.566,5.066,-17.639,2
0.325,-1.116,1.773,-14.648,10.315,12.939,2
0.154,-1.144,1.247,-89.294,15.564,30.579,2
0.085,-1.044,0.736,-121.277,13.855,41.321,2
0.078,-0.986,0.567,-118.652,6.775,42.114,2
0.072,-0.920,0.446,-85.876,-22.949,39.978,2
0.095,-0.830,0.508,-49.438,-61.584,33.936,2
0.075,-0.727,0.634,-28.625,-82.397,32.837,2
0.027,-0.529,0.757,-27.100,-74.158,35.278,2
-0.155,-0.441,0.798,-37.964,-52.429,42.175,2
-0.239,-0.429,0.723,-33.081,-27.405,39.063,2
-0.252,-0.301,0.852,-12.268,-22.522,28.931,2
-0.198,-0.141,0.940,-6.104,-25.330,19.836,2
-0.147,-0.022,0.939,-12.878,-15.808,18.494,2
-0.144,0.016,0.793,-21.729,-4.333,17.395,2
-0.076,0.133,0.766,-15.564,-5.310,11.475,2
-0.117,0.216,0.855,-5.859,-10.437,7.874,2
-0.173,0.320,0.908,-2.014,-2.869,7.935,2
-0.203,0.459,0.966,5.615,5.798,2.197,2
-0.154,0.514,0.973,6.714,9.644,-6.714,2
-0.147,0.689,0.937,12.329,11.108,-8.850,2
-0.166,0.901,0.998,27.283,18.127,-11.658,2
-0.159,1.194,1.161,37.476,24.780,-13.428,2
-0.161,1.330,1.315,38.147,22.705,-8.179,2
-0.087,1.353,1.465,30.090,18.494,-7.629,2
0.036,1.236,1.556,14.221,0.183,-5.188,2
0.130,1.093,1.424,-8.667,-4.150,0.366,2
0.167,1.023,1.266,-23.621,3.052,9.583,2
0.176,0.851,1.224,-23.865,3.174,13.611,2
0.136,0.773,1.187,-22.156,-3.723,17.456,2
0.064,0.774,1.093,-28.137,-9.155,20.081,2
-0.028,0.746,0.958,-34.912,-11.719,24.963,2
-0.089,0.752,0.832,-33.691,-7.751,24.658,2
-0.122,0.642,0.882,-16.418,4.822,23.743,2
-0.171,0.483,1.005,0.610,12.817,19.714,2
-0.093,0.369,1.141,5.188,13.123,6.165,2
-0.073,0.338,1.169,-13.855,11.658,3.540,2
-0.147,0.275,0.934,-27.039,15.137,2.686,2
-0.210,0.084,0.544,-33.081,16.907,-1.221,2
-0.296,-0.246,0.437,1.282,7.141,-1.160,2
-0.403,-0.683,0.524,41.626,8.606,-15.198,2
-0.210,-0.968,0.672,44.861,66.895,-33.752,2
